,id,name,host_id,host_since,street,neighbourhood,city,state,zipcode,country,latitude,longitude,property_type,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,host_listings,reviews_per_month,price_group
1909,9398759,Beautiful townhouse,4608334,2013-01-06,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,123 58,Sweden,5.925.267,1.807.096,House,2.0,951.0,3,0,3,90.0,1,0,Middle Price
1910,9400718,Beautiful apartment Soedermalm,47005383,2015-10-20,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 58,Sweden,5.930.866,1.807.221,Apartment,1.0,785.0,1,0,60,94.0,1,1,Middle Price
1912,9405796,Unique & Cozy Studio Soedermalm,1572914,2012-01-06,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 31,Sweden,5.931.875,1.803.698,Apartment,1.0,696.0,4,0,2,100.0,1,0,Middle Price
1917,9429532,Modern 2 room apt on green island in the city,48878650,2015-11-12,"Stockholm, Stockholm County, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholm County,11266,Sweden,5.931.978,1.798.875,Apartment,1.0,902.0,2,0,5,95.0,1,0,Middle Price
1918,9429711,Beautiful Apartment & Great Area,16707169,2014-06-12,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 22,Sweden,5.931.828,1.805.806,Apartment,1.0,1187.0,2,0,16,100.0,1,0,High Price
1922,9462009,Student's house,48971323,2015-11-13,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,124 56,Sweden,5.926.645,1.804.854,Apartment,1.0,981.0,1,0,1,100.0,1,0,Middle Price
1924,9468513,Fresh apartement close to subway,49070949,2015-11-15,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 50,Sweden,5.930.601,1.800.125,Apartment,1.0,1501.0,3,58,62,98.0,1,1,High Price
1926,9472460,Nice apartment in Oestermalm,14845452,2014-04-28,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,115 33,Sweden,5.934.496,1.809.876,Apartment,1.0,451.0,1,0,1,40.0,1,0,Low Price
1930,9492119,City Flat in Soedermalm,49197912,2015-11-16,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,11728,Sweden,5.931.548,1.803.557,Apartment,0.0,853.0,2,0,3,80.0,2,0,Middle Price
1931,9497950,Cozy apartment with balcony in the heart of Sthlm,6158538,2013-04-30,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 32,Sweden,5.933.354,1.803.717,Apartment,0.0,1001.0,2,0,6,100.0,2,0,High Price
1933,9506344,Cozy studio apartment,49262299,2015-11-17,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 24,Sweden,5.933.835,1.804.858,Apartment,0.0,422.0,1,0,1,100.0,1,0,Low Price
1934,9525693,Huge in  central of Stockholm,49349264,2015-11-18,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 21,Sweden,5.932.962,1.804.698,Apartment,3.0,1599.0,3,9,31,95.0,1,0,High Price
1935,9527477,Beautiful heirloom apartment,21739281,2014-09-24,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 21,Sweden,5.931.836,1.806.325,Apartment,1.0,1295.0,3,2,30,99.0,1,0,High Price
1937,9567277,"New apartment, industrial design",49531657,2015-11-21,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 46,Sweden,5.933.658,1.803.247,Apartment,2.0,1550.0,1,0,5,92.0,1,0,High Price
1939,9571682,"Central Stockholm, exclusive location, kitchen",49551764,2015-11-21,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 31,Sweden,5.933.143,1.803.594,Apartment,1.0,598.0,4,0,28,96.0,1,0,Middle Price
1941,9583149,Soligt vindsrum,3945180,2012-10-22,"Bromma, Stockholms laen, Sweden",Bromma,Bromma,Stockholms laen,167 67,Sweden,5.932.542,1.794.611,House,1.0,353.0,1,304,28,97.0,4,0,Low Price
1942,9583194,"Light 2 room apt, Soedermalm",44515303,2015-09-18,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 29,Sweden,5.931.562,1.808.361,Apartment,1.0,2001.0,3,282,16,100.0,1,0,High Price
1944,9589843,Stylish 3:a in trendy Hornstull,28702493,2015-03-03,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 28,Sweden,5.931.713,1.803.832,Apartment,2.0,1805.0,3,0,27,95.0,1,0,High Price
1946,9607660,Spacious & sunny -  by Mariatorget,49714240,2015-11-23,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 51,Sweden,5.931.632,1.805.389,Apartment,1.0,902.0,3,6,14,97.0,1,0,Middle Price
1947,9611111,Nice room in well-planned apartment,49727779,2015-11-23,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 51,Sweden,5.930.995,1.799.473,Apartment,1.0,412.0,1,352,35,99.0,2,1,Low Price
1948,9621997,Elin,49775660,2015-11-24,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 51,Sweden,5.930.978,1.800.052,Apartment,0.0,647.0,3,0,34,98.0,1,0,Middle Price
1950,9625096,A room close to town.,49788414,2015-11-24,"Stockholm, Stockholms laen, Sweden",Skarpnaeck,Stockholm,Stockholms laen,121 51,Sweden,592.901,181.123,Apartment,1.0,598.0,3,288,49,96.0,1,1,Middle Price
1952,9643012,Central beautiful apt. on Oestermalm,49862664,2015-11-25,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 42,Sweden,5.933.638,1.808.176,Apartment,1.0,1001.0,3,5,43,98.0,1,1,High Price
1953,9649252,Beautiful 38 sqm apartment in Vasastan/Norrmalm,37047569,2015-06-29,"Norrmalm, Stockholms laen, Sweden",Norrmalm,Norrmalm,Stockholms laen,113 53,Sweden,5.934.632,1.805.887,Apartment,1.0,902.0,2,0,4,100.0,1,0,Middle Price
1956,9665691,Mysigt rum i 3a vid Fridhemsplan,13446923,2014-03-23,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 42,Sweden,5.933.271,1.802.614,Apartment,1.0,745.0,2,68,14,97.0,2,0,Middle Price
1958,9672377,Probabaly the best apartment in Stockholm,49902537,2015-11-25,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,168 65,Sweden,5.935.999,1.795.945,Apartment,3.0,893.0,1,0,4,60.0,1,0,Middle Price
1959,9677443,Close to both city life and nature,26659183,2015-01-25,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 57,Sweden,5.932.848,1.800.435,Apartment,1.0,1001.0,2,0,3,80.0,1,0,High Price
1962,9702176,Perfectly located villa near beach,25794487,2015-01-08,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,167 63,Sweden,593.184,1.796.201,House,4.0,1393.0,3,16,16,99.0,2,0,High Price
1964,9711193,City center with old charm,11171323,2014-01-10,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 51,Sweden,5.934.544,1.805.863,Apartment,3.0,2501.0,1,0,1,100.0,1,0,High Price
1968,9742470,Beautiful apartment in trendy area,6073636,2013-04-24,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 55,Sweden,5.934.716,1.805.666,Apartment,2.0,1295.0,4,0,3,93.0,2,0,High Price
1970,9746301,Modern apartment 10 min to trendy Soedermalm,50278903,2015-12-01,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,122 66,Sweden,5.927.196,1.805.482,Apartment,2.0,696.0,2,55,17,86.0,1,0,Middle Price
1971,9755307,Naera till city och groen omraade,48386183,2015-11-07,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,168 38,Sweden,5.933.785,1.792.866,Apartment,2.0,745.0,2,42,117,93.0,1,2,Middle Price
1972,9755554,City apartment,49680649,2015-11-23,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 43,Sweden,5.934.731,1.804.087,Apartment,1.0,726.0,5,342,38,92.0,1,0,Middle Price
1974,9773471,Stylish and central studio in Sthlm,32599454,2015-05-04,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 26,Sweden,5.934.469,1.804.503,Apartment,1.0,951.0,3,0,46,97.0,1,1,Middle Price
1975,9774202,1920s apartment near the city,24770542,2014-12-12,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,121 33,Sweden,5.928.424,1.809.514,Apartment,5.0,1197.0,3,0,4,100.0,1,0,High Price
1978,9792904,2 room apartment,8464670,2013-08-27,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 38,Sweden,5.931.077,1.808.206,Apartment,1.0,696.0,5,0,18,95.0,1,0,Middle Price
1979,9794429,Charming flat in Midsommarkransen,3502028,2012-09-07,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 35,Sweden,5.929.879,1.800.864,Apartment,2.0,971.0,3,230,78,91.0,1,1,Middle Price
1981,9809055,Cozy 2 room apt. Close to subway,50036367,2015-11-28,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,121 43,Sweden,5.929.711,1.807.214,Apartment,1.0,893.0,1,0,11,96.0,1,0,Middle Price
1982,9825078,Central 3 room (84sqm) w/ kitchen & balcony,20557039,2014-08-26,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,11348,Sweden,5.934.708,1.805.228,Apartment,1.0,1197.0,2,245,15,95.0,2,0,High Price
1983,9828379,Apartment with patio on Soedermalm,49632332,2015-11-22,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 53,Sweden,5.931.863,1.805.568,Apartment,2.0,1050.0,1,33,18,94.0,1,0,High Price
1985,9840973,Lovely 2 room apartment,12279604,2014-02-16,"Stockholm, Stockholms laen, Sweden",Skarpnaeck,Stockholm,Stockholms laen,121 52,Sweden,5.929.184,1.811.422,Apartment,1.0,500.0,1,0,1,100.0,1,0,Middle Price
1987,9856614,Spacious apartment in city center,44321329,2015-09-16,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 25,Sweden,5.933.802,1.804.994,Apartment,1.0,1305.0,3,0,1,100.0,1,0,High Price
1989,9860588,Charm and design in trendy SOFO,23823792,2014-11-16,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 31,Sweden,5.930.973,1.808.659,Apartment,1.0,1305.0,3,297,65,95.0,1,1,High Price
1991,9861492,Beautiful apartment in hip Vasastan,50755076,2015-12-07,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 22,Sweden,5.934.237,1.804.274,Apartment,2.0,2001.0,21,0,4,80.0,1,0,High Price
1993,9869421,3 bedroom apartment on Karlaplan,36684158,2015-06-25,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,115 20,Sweden,5.933.882,1.809.185,Apartment,3.0,1618.0,10,335,14,99.0,1,0,High Price
1994,9875138,Great location in Stockholm,50815017,2015-12-08,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 36,Sweden,593.386,1.803.571,Apartment,0.0,804.0,5,0,4,100.0,1,0,Middle Price
1997,9900431,Modern vintage inspired flat!,28464986,2015-02-27,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,126 36,Sweden,5.930.204,1.800.115,Apartment,0.0,569.0,3,0,18,96.0,1,0,Middle Price
1998,9901857,Sweet apartment in Hornstull,14434096,2014-04-18,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 31,Sweden,5.931.949,1.803.661,Apartment,2.0,1197.0,3,0,13,100.0,1,0,High Price
1999,9902470,Best Soedermalm location in town,24134322,2014-11-25,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 22,Sweden,5.931.897,180.594,Apartment,1.0,853.0,5,0,7,94.0,1,0,Middle Price
2002,9936238,Beautiful flat in trendy Vasastan,51070480,2015-12-11,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 20,Sweden,5.934.738,180.609,Apartment,1.0,883.0,30,0,4,100.0,1,0,Middle Price
2005,9954618,Top location in Stockholm,50384333,2015-12-02,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 54,Sweden,5.933.287,1.808.559,Apartment,1.0,598.0,4,101,45,97.0,1,1,Middle Price
2007,9969696,Beautiful apt in trendy Vasastan,51230619,2015-12-13,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 48,Sweden,5.934.547,1.805.063,Apartment,1.0,971.0,1,0,2,100.0,1,0,Middle Price
2008,9971322,One room apartment with view,769257,2011-07-02,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 38,Sweden,5.930.955,1.808.019,Apartment,1.0,736.0,4,0,2,90.0,1,0,Middle Price
2009,9984596,Central flat with large windows,37746830,2015-07-07,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,111 40,Sweden,5.934.118,1.806.294,Apartment,1.0,902.0,4,0,12,96.0,1,0,Middle Price
2010,9994237,Delightful villa in Maelarhoejden,3089395,2012-07-29,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,129 38,Sweden,5.929.791,1.797.086,House,4.0,1805.0,6,242,12,96.0,1,0,High Price
2011,9994334,Welcome to our  nice flat !,51345551,2015-12-14,"Stockholm, Stockholms laen, Sweden",Skarpnaeck,Stockholm,Stockholms laen,121 39,Sweden,5.929.217,1.810.496,Apartment,3.0,1805.0,3,287,53,95.0,1,1,High Price
2012,9994657,Cosy apartment close to Sofo,18567718,2014-07-21,"Stockholm, Stockholms laen, Sweden",Skarpnaeck,Stockholm,Stockholms laen,121 48,Sweden,5.929.275,1.810.529,Apartment,1.0,638.0,2,0,2,80.0,1,0,Middle Price
2013,10004019,Apartment with balcony - 10min walk to citycenter,51390102,2015-12-15,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,115 33,Sweden,5.934.177,180.933,Apartment,1.0,1569.0,3,363,5,85.0,1,0,High Price
2014,10020546,Perfect location in SOFO!,51453215,2015-12-15,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 30,Sweden,5.931.183,1.807.482,Apartment,0.0,304.0,1,0,3,87.0,1,0,Low Price
2016,10035193,Clean & cozy mini apt with own kitchen!,7799677,2013-07-29,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 61,Sweden,5.932.549,1.800.741,Apartment,1.0,471.0,3,0,11,95.0,3,0,Low Price
2017,10036076,"Airy, modern & clean apartment in the city center",5810834,2013-04-07,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 28,Sweden,5.933.215,1.804.436,Apartment,1.0,1305.0,2,0,13,98.0,1,0,High Price
2018,10037645,Stunning apartment near Vasaparken,17705599,2014-07-06,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 62,Sweden,5.934.181,1.803.913,Apartment,1.0,1001.0,5,0,3,100.0,1,0,High Price
2019,10051090,Neat and nice studio in Oestermalm,51586152,2015-12-17,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,114 21,Sweden,5.935.261,1.806.102,Apartment,1.0,402.0,2,0,3,80.0,1,0,Low Price
2020,10065638,Perfect located hipp apartment,36470312,2015-06-22,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 34,Sweden,5.931.694,1.803.585,Apartment,1.0,687.0,5,0,4,93.0,1,0,Middle Price
2023,10096658,Oldfashioned Appartment in central stockholm,51812650,2015-12-20,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,117 33,Sweden,5.931.877,1.803.535,Apartment,1.0,971.0,6,45,20,100.0,1,0,Middle Price
2025,10100769,Sunny room next to garden,3945180,2012-10-22,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,167 67,Sweden,5.932.482,1.794.645,House,1.0,451.0,28,303,9,98.0,4,0,Low Price
2026,10102020,Luxurious loft in trendy Soedermalm,4517261,2012-12-28,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,116 46,Sweden,5.931.838,1.807.278,Loft,4.0,1746.0,3,0,38,99.0,1,0,High Price
2027,10109966,"Flat, southern Stockholm",41293456,2015-08-12,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,117 65,Sweden,593.145,180.129,Apartment,1.0,863.0,3,4,20,96.0,1,0,Middle Price
2030,10126623,Lovely home with a swimming pool!,2626332,2012-06-13,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,129 44,Sweden,5.929.383,1.795.927,House,4.0,2550.0,2,141,21,96.0,1,0,High Price
2032,10128038,luxurious living in the city centre,51976843,2015-12-22,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,111 38,Sweden,5.933.829,1.806.472,Apartment,2.0,2138.0,7,335,6,95.0,1,0,High Price
2040,10214520,"Spacious apt. in quiet, green area!",52487416,2015-12-28,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,167 43,Sweden,5.933.428,1.798.433,Apartment,2.0,775.0,6,0,3,100.0,1,0,Middle Price
2043,10230266,"Artist Residence, great location",13074857,2014-03-12,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 58,Sweden,5.932.839,180.066,Apartment,2.0,687.0,7,0,6,100.0,1,0,Middle Price
2044,10243810,Excellent apartment in the centre!,52651212,2015-12-29,"Stockholm, Stockholms laen, Sweden",Oestermalm,Stockholm,Stockholms laen,115 30,Sweden,5.934.517,1.808.779,Apartment,1.0,853.0,2,0,2,40.0,1,0,Middle Price
2045,10292030,Comfortable room in central of Stockholm,21912940,2014-09-29,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 25,Sweden,5.934.306,180.452,Apartment,1.0,853.0,1,261,16,99.0,1,0,Middle Price
2046,10301657,Charming house 10 min to Sthlm city,53004506,2016-01-02,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,125 42,Sweden,5.927.408,1.801.751,House,3.0,2354.0,5,0,1,100.0,1,0,High Price
2048,10304318,STORT RUM I KOLLEKTIV,4104490,2012-11-09,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,112 65,Sweden,5.931.962,1.798.439,House,1.0,373.0,14,0,1,100.0,1,0,Low Price
2049,10305478,Looking for the perfect christmas stay?,53023705,2016-01-02,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 43,Sweden,5.933.331,1.801.901,Apartment,1.0,804.0,7,0,16,99.0,1,0,Middle Price
2050,10309600,Apartment in Maelarhoejden close to Stockholm,42890969,2015-08-30,"Stockholm, Stockholms laen, Sweden",Haegersten-Liljeholmen,Stockholm,Stockholms laen,129 41,Sweden,5.930.032,1.796.258,Apartment,1.0,736.0,4,59,12,98.0,1,0,Middle Price
2053,10321194,Modern Apartment Soedermalm-Balcony,15967659,2014-05-25,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 53,Sweden,5.931.654,1.805.429,Apartment,1.0,1197.0,3,0,18,100.0,1,0,High Price
2055,10333190,Nice room w. private bathroom,33041499,2015-05-10,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,120 71,Sweden,5.931.205,1.810.625,Apartment,1.0,451.0,2,1,101,99.0,1,2,Low Price
2059,10345389,"Renovated, attractive apartment with balcony",53246414,2016-01-04,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 60,Sweden,5.933.865,1.805.199,Apartment,1.0,598.0,4,0,17,99.0,1,0,Middle Price
2060,10353547,"Villa Stockholm, 900 meters to Globe Arena,",5017320,2013-02-08,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,122 32,Sweden,5.928.479,1.807.971,House,5.0,3080.0,4,66,24,100.0,1,0,High Price
2061,10364111,A beautiful and spacious place,41359932,2015-08-13,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,124 31,Sweden,5.926.521,1.805.397,Apartment,2.0,951.0,3,217,61,95.0,1,1,Middle Price
2063,10382515,A charming apartment in a nice area,6935406,2013-06-16,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,168 68,Sweden,5.934.672,1.797.212,Apartment,1.0,500.0,1,294,14,99.0,2,0,Middle Price
2064,10382634,Comfortable house 15 minutes from Stockholm City.,53446352,2016-01-05,"Stockholm, Stockholms laen, Sweden",Aelvsjoe,Stockholm,Stockholms laen,125 51,Sweden,5.926.307,1.798.358,House,4.0,2040.0,5,0,2,100.0,1,0,High Price
2065,10382757,A cozy room in a charming area,6935406,2013-06-16,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,168 68,Sweden,5.934.517,179.736,Apartment,1.0,343.0,1,347,5,92.0,2,0,Low Price
2066,10383997,Ljus & tyst laegenhet med balkong,53454632,2016-01-05,"Stockholm, Stockholms laen, Sweden",Haesselby-Vaellingby,Stockholm,Stockholms laen,162 52,Sweden,5.936.142,1.789.542,Apartment,0.0,490.0,4,0,1,100.0,1,0,Low Price
2068,10420624,Perfect studio apt. in popular area,50709291,2015-12-07,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 51,Sweden,5.931.839,1.805.098,Apartment,1.0,804.0,2,7,5,88.0,1,0,Middle Price
2069,10427897,Airy 4 room apt near city center,8718773,2013-09-09,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,120 60,Sweden,5.930.366,1.803.893,Apartment,4.0,951.0,5,14,9,96.0,1,0,Middle Price
2070,10429070,18th Century Design Apartment,13212246,2014-03-17,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 22,Sweden,5.931.808,1.806.046,Apartment,1.0,765.0,3,0,9,100.0,1,0,Middle Price
2071,10435674,Large room with balcony,27434315,2015-02-08,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,120 54,Sweden,5.929.717,1.805.028,Apartment,1.0,902.0,1,89,5,92.0,1,0,Middle Price
2072,10445997,The most central apartment,53598328,2016-01-06,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,111 24,Sweden,5.933.558,1.805.118,Apartment,1.0,589.0,2,0,1,100.0,1,0,Middle Price
2073,10447778,Nybyggt naera T-bana och sjoeglimt,53824309,2016-01-08,"Stockholm, Stockholms laen, Sweden",Bromma,Stockholm,Stockholms laen,168 52,Sweden,5.934.214,1.788.646,Apartment,2.0,745.0,5,0,2,90.0,1,0,Middle Price
2075,10451121,Urban Contemporary Red Brick Bungalow,135102,2010-05-30,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,124 32,Sweden,5.927.089,1.803.749,House,4.0,2001.0,2,10,55,97.0,2,1,High Price
2076,10458654,"Spacious, family friendly living",44311001,2015-09-16,"Stockholm, Stockholms laen, Sweden",Enskede-Aarsta-Vantoer,Stockholm,Stockholms laen,124 61,Sweden,5.925.496,1.803.497,Apartment,2.0,530.0,2,0,4,85.0,1,0,Middle Price
2077,10482285,Heart of Stockholm,25987813,2015-01-12,"Stockholm, Stockholms laen, Sweden",Soedermalm,Stockholm,Stockholms laen,118 52,Sweden,5.931.516,1.806.036,Apartment,1.0,961.0,3,0,53,97.0,1,1,Middle Price
2078,10491779,Lovely Modern City Apartment,17889614,2014-07-09,"Stockholm, Stockholms laen, Sweden",Kungsholmen,Stockholm,Stockholms laen,112 46,Sweden,5.933.739,180.302,Apartment,1.0,961.0,10,0,1,100.0,1,0,Middle Price
2079,10497074,Beautiful apartment down town Sthlm,12508887,2014-02-23,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,111 61,Sweden,5.933.601,1.805.075,Apartment,4.0,2697.0,4,26,5,100.0,1,0,High Price
2080,10503026,"Tasteful 4 room family apartment, great location",54154205,2016-01-11,"Stockholm, Stockholms laen, Sweden",Norrmalm,Stockholm,Stockholms laen,113 49,Sweden,5.934.587,1.805.088,Apartment,2.0,2452.0,2,0,22,98.0,1,0,High Price
2081,10508633,Quiet green area in Enskede with Forest View,42904920,2015-08-30,"Stockholm, Stockholms laen, Sweden",Farsta,Stockholm,Stockholms laen,122 46,Sweden,5.926.533,180.768,Apartment,1.0,392.0,2,42,12,100.0,1,1,Low Price
